编码,药店名,所在区县,地址
31200008,仁和药房网（北京）医药科技有限公司第三十五药房,经济技术开发区,北京经济技术开发区天宝园五里二区天宝商业中心B16号
31200007,北京源通百姓平安大药房有限公司仁信达分公司,经济技术开发区,北京经济技术开发区经海七路100号院10号楼8号底商
31200006,北京壹壹壹商业连锁有限公司经海路分店,经济技术开发区,北京市北京经济技术开发区科创十三街18号院2号楼1层106室
31200005,北京源通百姓平安大药房有限公司第四分公司,经济技术开发区,北京市北京经济技术开发区文化园西路8号院27号楼106
31200004,北京源通百姓平安大药房有限公司第一分公司,经济技术开发区,北京市北京经济技术开发区天华园二里二区11号楼A-102室
31200003,北京源通百姓平安大药房有限公司,经济技术开发区,北京市北京经济技术开发区天华园一里三区14号楼8号商铺
31200001,北京同仁堂连锁药店有限责任公司经济技术开发区药店,经济技术开发区,北京经济技术开发区天华园二里二区19号楼01层F1A7
29200022,北京延民康医药有限公司十三分店,延庆区,北京市延庆区八达岭镇里炮社区七号楼五单元502室
29200021,北京明和堂医药有限公司第十三分店,延庆区,北京市延庆区八达岭镇商业街(卫生院东侧)
29200020,北京百信仁康大药房有限公司七分店,延庆区,北京市延庆区延庆镇孟庄村平安西街西一巷6号
29200019,北京百信仁康大药房有限公司二分店,延庆区,北京市延庆区延庆镇石河营村南50米
29200018,北京明和堂医药有限公司延庆分店,延庆区,北京市延庆区延庆镇东外大街61号良友商服综合楼一层
29200017,北京明和堂医药有限公司第十分店,延庆区,北京市延庆区张山营镇上芦凤营村南（老派出所院内）
29200016,北京明和堂医药有限公司第五分店,延庆区,北京市延庆区延庆镇东外大街68号
29200015,北京明和堂医药有限公司第十二分店,延庆区,北京市延庆区井庄镇政府南200米
29200013,北京明和堂医药有限公司第一分店,延庆区,北京市延庆区沈家营镇冯庄村（镇政府对面）
29200012,北京市祝生堂医药有限公司,延庆区,北京市延庆区延庆镇东外大街2号
29200011,北京市祝生堂医药有限公司悦康药店,延庆区,北京市延庆区延庆镇东顺城街26号一层
29200010,北京市祝生堂医药有限公司丰康药店,延庆区,北京市延庆区延庆镇妫水北街39号1幢F座一层505-08、09号
29200005,北京百信仁康大药房有限公司一分店,延庆区,北京市延庆区永宁镇太平街小后街7号
29200004,北京明和堂医药有限公司第九分店,延庆区,北京市延庆区永宁镇和平街南街18号
29200003,北京明和堂医药有限公司第三分店,延庆区,北京市延庆区延庆镇颍泽州小区25号楼1层102室
29200002,北京明和堂医药有限公司第四分店,延庆区,北京市延庆区康庄镇兴隆南街1号
29200001,北京延民康医药有限公司十分店,延庆区,北京市延庆区延庆镇东外大街99号一层
28200031,北京闵邦韩医药销售有限公司鼓楼大街店,密云区,北京市密云区长安小区1号楼1-4
28200030,北京正济堂药品连锁超市有限责任公司密云二店,密云区,北京市密云区檀营街檀府家园佳2号2-1、2-2
28200029,北京同仁堂京北企业管理有限公司密云药店,密云区,北京市密云区农机路1号院2号楼一层
28200028,北京太宁康医药有限公司二分店,密云区,北京市密云区河南寨镇荆栗园村209号
28200027,北京太宁康医药有限公司,密云区,北京市密云区新中街179号楼1号门脸房
28200026,北京康乐同济大药房有限公司沙河店,密云区,北京市密云区车站路14号北京兰华公寓21号
28200025,北京慧源堂药品有限公司第三分店,密云区,北京市密云区巨各庄镇八家庄村南侧300米
28200024,北京和谐春天医药有限公司十四分店,密云区,北京市密云区溪翁庄镇溪翁庄村85号
28200023,北京和谐春天医药有限公司十三分店,密云区,北京市密云区十里堡镇双井村北（24084）1幢1至2层
28200022,北京和谐春天医药有限公司润千家店,密云区,北京市密云区巨各庄镇蔡家洼小区11号楼2单元102室
28200021,北京和谐春天医药有限公司八分店,密云区,北京市密云区阳光街391号院3号楼3-8号
28200020,北京扶生医药连锁经营有限公司太师屯药店,密云区,北京市密云区太师屯镇正阳小区1号楼1层3单元101
28200019,北京百信仁康大药房有限公司行宫店,密云区,北京市密云区行宫街118号一层
28200018,北京慧源堂药品有限公司第九分店,密云区,北京市密云区穆家峪镇羊山村大集院内
28200017,北京和谐春天医药有限公司六分店,密云区,北京市密云区密西花园小区48号楼1层48-3
28200015,北京太宁康医药有限公司一分店,密云区,北京市密云区南河路4号院金融商业城6-1-102号
28200012,北京百草扶生大药房有限责任公司,密云区,北京市密云区新中街世纪家园小区C楼E室
28200005,北京和谐春天医药有限公司,密云区,北京市密云区季庄小区53号楼三段12号
28200003,北京天赐福康堂药店有限公司,密云区,北京市密云区花园小区1号楼10号一层
28200002,北京市密云区医药药材公司沿湖扶生药店,密云区,北京市密云区沿湖小区综合楼一层
28200001,北京扶生医药连锁经营有限公司鼓楼药店,密云区,北京市密云区鼓楼南大街医药药材公司一层
27200027,北京同仁堂京北企业管理有限公司怀柔药店,怀柔区,北京市怀柔区青春路富乐小区南里28号楼
27200026,北京怀柔燕北医药有限公司乐康堂医保全新大药房,怀柔区,北京市怀柔区潘家园19号楼4号门面房
27200025,北京海龙堂医药连锁有限公司,怀柔区,北京市怀柔区怀柔镇大中富乐村337号
27200024,北京盛民堂医药销售有限公司,怀柔区,北京市怀柔区南大街6号楼9号门店
27200022,北京怀柔燕北医药有限公司乐益堂医保全新大药房,怀柔区,北京市怀柔区迎宾北路2号楼3单元
27200021,北京怀柔燕北医药有限公司乐盈堂医保全新大药房,怀柔区,北京市怀柔区杨宋镇杨宋庄村十字街东100米
27200020,北京怀柔燕北医药有限公司乐兴堂医保全新大药房,怀柔区,北京市怀柔区怀柔镇南大街25号楼2-102
27200018,北京富乐民康大药房有限公司,怀柔区,北京市怀柔区怀柔镇大中富乐村282号
27200010,北京德威治医药连锁有限责任公司肖两河大药房,怀柔区,北京市怀柔区庙城镇肖两河村西100米
27200009,北京德威治医药连锁有限责任公司南华园迎宾大药房,怀柔区,北京市怀柔区南华园一区63号 
27200006,北京好药师大药房连锁有限公司怀柔青春路店,怀柔区,北京市怀柔区湖光小区33号院梅苑8号楼4号
27200002,北京怀柔燕北医药有限公司华峰医保全新大药房,怀柔区,北京市怀柔区商业街15号
26200052,北京闵邦韩医药销售有限公司杏园店,平谷区,北京市平谷区王辛庄镇东杏园村乐园路4号
26200051,北京闵邦韩医药销售有限公司夏各庄康源店,平谷区,北京市平谷区夏各庄镇南太务大街北九巷44号
26200050,北京闵邦韩医药销售有限公司西寺渠店,平谷区,北京市平谷区平谷镇西寺渠东路13号
26200049,北京闵邦韩医药销售有限公司王辛庄店,平谷区,北京市平谷区王辛庄镇小辛寨村东大街14号
26200048,北京闵邦韩医药销售有限公司平谷南街店,平谷区,北京市平谷区平谷镇平谷南街39号楼39-19
26200047,北京闵邦韩医药销售有限公司马昌营店,平谷区,北京市平谷区马昌营镇马昌营村古槐路33号
26200046,北京闵邦韩医药销售有限公司金海湖店,平谷区,北京市平谷区金海湖镇胡庄村东环路16号
26200045,北京闵邦韩医药销售有限公司第二分公司,平谷区,北京市平谷区平谷镇光明居民西小区甲268排2号
26200044,北京万家瑞大药房连锁有限公司康平店,平谷区,北京市平谷区平谷镇新平北路63号院1号楼4单元2号（商业楼）
26200043,北京万家瑞大药房连锁有限公司贾各庄店,平谷区,北京市平谷区王辛庄镇贾各庄村南街2号-3
26200042,北京万家瑞大药房连锁有限公司,平谷区,北京市平谷区平谷镇西寺渠村底商楼一层（西侧第一家）
26200041,北京同仁堂京北企业管理有限公司平谷药店,平谷区,北京市平谷区王辛庄镇齐各庄村南腾龙源城小区四号楼103-106
26200040,北京久久仁康医药有限公司,平谷区,北京市平谷区平谷镇金乡路金乡嘉园3-2号
26200039,北京嘉事堂龙翔连锁药店有限公司上宅药店,平谷区,北京市平谷区金海湖镇上宅南街甲15号
26200038,北京嘉事堂龙翔连锁药店有限公司马各庄村药店,平谷区,北京市平谷区夏各庄镇马各庄南街82号
26200037,北京嘉事堂龙翔连锁药店有限公司嘉事堂雅芝佳药店,平谷区,北京市平谷区峪口镇峪口村峪阳路19-5号
26200036,北京嘉事堂龙翔连锁药店有限公司嘉事堂上纸寨药店,平谷区,北京市平谷区兴谷开发区中罗庄西路171号
26200035,北京嘉事堂龙翔连锁药店有限公司嘉事堂南定福药店,平谷区,北京市平谷区马昌营镇南定福东区33号
26200034,北京嘉事堂龙翔连锁药店有限公司嘉事堂马昌营药店,平谷区,北京市平谷区马昌营镇马昌营村
26200033,北京嘉事堂龙翔连锁药店有限公司嘉事堂刘家店药店,平谷区,北京市平谷区刘家店镇刘家店西路241号
26200032,北京嘉事堂龙翔连锁药店有限公司嘉事堂大兴庄药店,平谷区,北京市平谷区大兴庄镇大兴庄11号楼5号房
26200031,北京嘉事堂龙翔连锁药店有限公司嘉事堂大北关药店,平谷区,北京市平谷区山东庄镇大北关北街93号
26200030,北京嘉事堂龙翔连锁药店有限公司嘉事堂百草安康药店,平谷区,北京市平谷区夏各庄镇安固后街9号
26200029,北京嘉事堂龙翔连锁药店有限公司第五药店,平谷区,北京市平谷区平翔路8号
26200028,北京嘉事堂龙翔连锁药店有限公司第四药店,平谷区,北京市平谷区平谷镇金乡居民西小区甲30号楼甲30-3
26200027,北京嘉事堂龙翔连锁药店有限公司第七药店,平谷区,北京市平谷区打铁庄商业街路东7号
26200026,北京嘉事堂龙翔连锁药店有限公司第二药店,平谷区,北京市平谷区平谷镇新平东路61号南
26200025,北京嘉事堂龙翔连锁药店有限公司北吉山药店,平谷区,北京市平谷区刘家店镇北吉山大街10号
26200024,北京嘉事堂龙翔连锁药店有限公司,平谷区,北京市平谷区平谷镇北斜街167号
26200023,北京华益春医药连锁有限公司十六百信药店,平谷区,北京市平谷区东高村镇南埝头西路60号
26200022,北京华益春医药连锁有限公司十八百信药店,平谷区,北京市平谷区大兴庄镇北城子西路201号
26200021,北京华益春医药连锁有限公司靠山集供销社药店,平谷区,北京市平谷区金海湖镇靠山集村靠山集大街40号
26200020,北京华益春医药连锁有限公司第十五药店,平谷区,北京市平谷区南独乐河镇刘家河村西二路36号
26200019,北京华益春医药连锁有限公司第十四药店,平谷区,北京市平谷区金海湖镇胡庄南环路32号
26200018,北京华益春医药连锁有限公司第三药店,平谷区,北京市平谷区兴谷街道办事处太和东园二层底商5门
26200017,北京华益春医药连锁有限公司第七药店,平谷区,北京市平谷区平谷镇南岔子街4号
26200016,北京华益春医药连锁有限公司第二药店,平谷区,北京市平谷区黄松峪乡黄松峪村东南大街269号
26200015,北京嘉事堂龙翔连锁药店有限公司嘉事堂东寺渠药店,平谷区,北京市平谷区平谷镇新平东路253号
26200014,北京嘉事堂龙翔连锁药店有限公司嘉事堂山东庄药店,平谷区,北京市平谷区山东庄镇山东庄村四沟路17号
26200013,北京嘉事堂龙翔连锁药店有限公司嘉事堂镇罗营药店,平谷区,北京市平谷区镇罗营镇上营村镇罗营东街96号
26200012,北京嘉事堂龙翔连锁药店有限公司嘉事堂平嘉药店,平谷区,北京市平谷区平谷镇金谷园8号楼2号底商
26200011,北京嘉事堂龙翔连锁药店有限公司第一药店,平谷区,北京市平谷区平谷镇北环东路26号楼4号底商
26200005,北京闵邦韩医药销售有限公司文化南街店,平谷区,北京市平谷区平谷镇文化南街15号院
26200004,北京闵邦韩医药销售有限公司国康全新店,平谷区,北京市平谷区平谷镇海关西园甲1号楼1单元1号
26200003,北京万家瑞大药房连锁有限公司天寿春二店,平谷区,平谷区平谷镇文化街3号
26200002,北京创世兴和堂医药有限责任公司（北京兴和堂药店）,平谷区,北京市平谷区新平北路粮食局底商楼5-6号
26200001,北京闵邦韩医药销售有限公司事兴堂店,平谷区,北京市平谷区平谷镇向阳北街甲3号楼1层2单元
24200056,仁和药房网（北京）医药科技有限公司第四十六药房,大兴区,北京市大兴区亦庄镇小康家园2幢1-2号12室
24200055,康美智慧药房（北京）有限公司,大兴区,北京市大兴区魏善庄镇魏庄村魏达巷5号
24200054,叮当智慧药房（北京）有限公司第十八店,大兴区,北京市大兴区黄村镇枣园小区40号楼1号1层
24200053,叮当智慧药房（北京）有限公司第六店,大兴区,北京市大兴区旧宫镇南场路1号1层13-14号
24200052,北京源通百姓平安荣盛堂医药有限公司第一分公司,大兴区,北京市大兴区华佗路1号院23号楼1层101
24200051,北京源通百姓平安大药房有限公司第六分公司,大兴区,北京市大兴区瀛海镇南海家园X76-31-2号
24200050,北京永民康医药技术有限公司第五药品零售店,大兴区,北京市大兴区黄村镇富强路北侧23号2-1
24200049,北京养生堂济生药店有限公司,大兴区,北京市大兴区黄村镇清源路甲1号2幢一层
24200048,北京同仁堂兴华药店有限公司,大兴区,北京市大兴区黄村镇兴华大街（二段）13号院5号楼2-1号
24200047,北京市康健堂医药有限公司第十一分店,大兴区,北京市大兴区黄村镇车站中里28号楼1层甲-102室
24200046,北京市康健堂医药有限公司第十六分店,大兴区,北京市大兴区黄村镇车站中里甲1号楼1层甲1-1
24200045,北京市康健堂医药有限公司第六分店,大兴区,北京市大兴区黄村镇丽园路30号院1层30-24号
24200044,北京全新康泰药品有限公司长子营店,大兴区,北京市大兴区长子营镇白庙村村委会东100米
24200043,北京明医堂旧宫医药有限公司,大兴区,北京市大兴区旧宫镇旧宫东路47号
24200042,北京敬仁堂医药连锁有限公司第五分店,大兴区,北京市大兴区北臧村镇文新南街273号院C区14号楼108号商铺
24200041,北京金象大药房医药连锁有限责任公司福兴金象大药房,大兴区,北京大兴区黄村镇金星西路3号3号院3号楼B1F-02号
24200040,北京好药师大药房连锁有限公司广平大街店,大兴区,北京市大兴区大兴经济开发区广平大街9号孵化器大楼底商6-7号
24200039,北京高远百康大药房有限公司小羊坊分店,大兴区,北京市大兴区亦庄镇东工业区北京赛益兴科贸有限公司内1幢1-2层101室
24200038,北京高远百康大药房有限公司鹿华路分店,大兴区,北京市大兴区鹿华路8号院29号楼一层105
24200037,北京高远百康大药房有限公司金星路分店,大兴区,北京市大兴区黄村镇金星西路111号1层
24200036,北京百姓安康大药房,大兴区,北京市大兴区黄村镇西大街26号
24200035,北京恒泰祥和医药有限公司,大兴区,北京市大兴区庞各庄工业区瓜乡路2号
24200034,北京丰益堂药店,大兴区,北京市大兴区旧宫镇清逸园32号楼3-103
24200033,北京市华瑞堂大药房,大兴区,北京市大兴区青云店镇大东园38号楼-5
24200032,北京仁人同济大药房,大兴区,北京市大兴区旧宫镇清欣园小区东大门北侧5号
24200030,北京源通百姓平安荣盛堂医药有限公司,大兴区,北京市大兴区西红门镇欣荣北大街18号院1号楼2号底商
24200029,北京万源宝隆宏昌大药房有限公司,大兴区,北京市大兴区旧宫镇红星楼商业街汇宝隆大厦一层
24200028,北京康兴国太益顺堂医药有限公司,大兴区,北京市大兴区北臧村镇大臧村村委会西100米（A段西数第七间）
24200027,北京嘉信普康医药有限公司,大兴区,北京市大兴区黄村镇三中西巷18号
24200026,北京佑美嘉工贸中心,大兴区,北京市大兴区经济开发区金辅路8号1号楼一层107室
24200025,北京市永林门诊部有限公司,大兴区,北京市大兴区黄村镇枣园小区15号楼底商15号16号
24200024,北京嘉信普康医药有限公司第一分公司,大兴区,北京市大兴区黄村镇龙河路103号
24200019,仁和药房网（北京）医药科技有限公司第十九药房,大兴区,北京市大兴区郁花园一里商业街5号
24200018,北京市康健堂医药有限公司同心堂大药房,大兴区,北京市大兴区魏善庄镇伊庄村民委员会东200米
24200017,北京市康健堂医药有限公司,大兴区,北京市大兴区黄村镇清源西里1、2号楼底商
24200016,老百姓大药房（北京）有限公司大兴观音寺店,大兴区,北京市大兴区黄村镇京开路102号1幢1层6-8号
24200015,北京敬仁堂医药连锁有限公司第二分店,大兴区,北京市北京经济技术开发区贵园东里55号楼301号
24200014,北京敬仁堂医药连锁有限公司,大兴区,北京市大兴区亦庄镇贵园小区商业街12号
24200013,北京敬仁堂医药连锁有限公司第八分店,大兴区,北京市大兴区亦庄镇鹿海园一里20号楼4号商户
24200012,北京市康健堂医药有限公司第五分店,大兴区,北京市大兴区滨河坊16号楼
24200002,北京市兴盛源医药药材有限责任公司兴益康药店,大兴区,北京市大兴区黄村镇黄村东大街45号
23200057,北京盛仁堂医药有限公司第十六分店,通州区,北京市通州区马驹桥镇商业街23号
23200056,北京盛仁堂医药有限公司第十九分店,通州区,北京市通州区梨园镇怡乐园二区1号楼132号
23200055,北京盛仁堂医药有限公司第十二分店,通州区,北京市通州区永乐店镇镇政府西侧
23200054,北京盛仁堂医药有限公司第二十四分店,通州区,北京市通州区怡乐中街69号
23200053,北京瑞福康医药有限公司西马庄店,通州区,北京市通州区西马庄小区南门商业楼7号
23200052,北京瑞福康医药有限公司物院路药店,通州区,北京市通州区永顺镇物资学院路33号
23200051,北京瑞福康医药有限公司土桥店,通州区,北京市通州区砖厂北里140号楼1层3-012、3-013
23200050,北京京东益民医药有限公司,通州区,北京市通州区永顺镇李庄村委会东南1000米
23200049,北京汉丹堂医药有限公司府东苑店,通州区,北京市通州区台湖镇府东苑小区33号楼商6
23200048,北京汉丹堂医药有限公司第八分公司,通州区,北京市通州区宋庄镇疃里村委会南300米
23200047,北京高远百康大药房有限公司周营分店,通州区,北京市通州区中关村科技园区通州园金桥科技产业基地环科中路16号42幢一层103
23200046,北京高远百康大药房有限公司运河大街分店,通州区,北京市通州区运河西大街23号
23200045,北京高远百康大药房有限公司三间房分店,通州区,北京市通州区玉桥西里72号21号楼底商4号
23200044,北京宝瑞堂医药有限公司,通州区,北京市通州区通朝大街263、265号
23200043,北京瑞福康医药有限公司苏坨药店,通州区,北京市通州区永顺镇苏坨村南6号
23200042,北京瑞福康医药有限公司三元村大药房,通州区,北京市通州区潞城镇三元村村委会东20米
23200041,北京瑞福康医药有限公司柳岸芳园药店,通州区,北京市通州区玉桥西里中街2号
23200040,北京高远百康大药房有限公司梨园分店,通州区,北京市通州区梨园镇北杨洼255号
23200039,北京京东益民医药有限公司关辛庄店,通州区,北京市通州区宋庄镇关辛庄村委会东北100米
23200036,北京京东益民利民医药有限公司,通州区,北京市通州区新城东里火车站6号
23200034,北京瑞福康医药有限公司,通州区,北京市通州区艺苑西里3号商业楼5门
23200033,北京京东益民医药有限公司第一分店,通州区,北京市通州区潞苑北里四区10号楼1至2层103
23200030,北京高远百康大药房有限公司玉桥北里分店,通州区,北京市通州区玉桥北里41号楼
23200029,北京金禾堂医药有限公司,通州区,北京市通州区于家务回族乡于家务村商业街16号
23200027,北京高远百康大药房有限公司九棵树分店,通州区,北京市通州区万盛北街38号
23200026,北京盛仁堂医药有限公司第六分店,通州区,北京市通州区宋庄镇徐辛庄村
23200025,北京同仁堂连锁药店有限责任公司长桥园药店,通州区,北京市通州区长桥园9号楼
23200024,北京盛仁堂医药有限公司第三分店,通州区,北京市通州区于家务回族乡渠头村
23200023,北京瑞福康医药有限公司西潞园药店,通州区,北京市通州区西潞园小区商业楼80号甲1号
23200022,仁和药房网（北京）医药科技有限公司第十三药房,通州区,北京市通州区新华联家园小区8号楼312号
23200021,北京同仁堂连锁药店有限责任公司九棵树药店,通州区,北京市通州区梨园镇东总屯
23200020,北京瑞福康医药有限公司杨庄药店,通州区,北京市通州区杨庄南街5-1号
23200019,北京盛仁堂医药有限公司康健绿舟店,通州区,北京市通州区通胡路68号2号楼2-06-1A
23200017,北京同仁堂连锁药店有限责任公司通朝大街药店,通州区,北京市通州区通朝大街212号
23200016,北京同仁堂连锁药店有限责任公司新城药店,通州区,北京市通州区新城南关137号
23200015,仁和药房网（北京）医药科技有限公司第三十一药房,通州区,北京市通州区新华联家园北区7号楼311
22200029,北京壹壹壹商业连锁有限公司机场东路分店,顺义区,北京市顺义区临空经济核心区汇海南路1号院3号楼1层101
22200028,北京祥裕正杰大药房有限公司,顺义区,北京市顺义区天竺空港经济开发区B区裕民大街3号院1幢1层1083
22200027,北京祥顺康药店有限公司,顺义区,北京市顺义区空港街道裕安路34号院8号楼8-7号
22200026,北京桐康堂医药有限公司第二分店,顺义区,北京市顺义区李桥镇南半壁店西一街70号
22200025,北京顺批医药有限公司第五药店,顺义区,北京市顺义区马坡镇顺兴街9号院25号楼101号
22200024,北京顺批医药有限公司第七药店,顺义区,北京市顺义区后沙峪镇安富街8号院1号楼1层
22200023,北京顺批医药有限公司第八药店,顺义区,北京市顺义区杨镇顺平路杨镇段9号7幢
22200022,北京顺批北小营医药有限公司,顺义区,北京市顺义区北小营镇北小营村委会南50米
22200021,北京顺批百康慧德医药有限公司,顺义区,北京市顺义区仁和地区胡各庄村南港馨家园西区28号楼1层07号
22200020,北京市顺义医药药材公司瑞发堂药店,顺义区,北京市顺义区仁和镇站前东街商业楼2号楼123
22200019,北京九州同泰医药有限公司全益堂金康店,顺义区,北京市顺义区北小营镇政府西路5-16
22200018,北京九州同泰医药有限公司九州福乐店,顺义区,北京市顺义区李桥镇头二营村中心街甲1号
22200017,北京高远百康大药房有限公司第七十四分店,顺义区,北京市顺义区南法信镇金穗路2号院7号楼1层104
22200016,北京东方众康大药房有限公司,顺义区,北京市顺义区南彩镇后薛各庄村委会北200米
22200015,北京德云众康大药房有限责任公司,顺义区,北京市顺义区南彩镇河北村东路9号
22200014,北京德威治医药连锁有限责任公司顺义大药房,顺义区,北京市顺义区府前街东兴路9号楼北侧
22200013,北京达新康金象大药房有限公司,顺义区,北京市顺义区义宾小区北侧（五百和商业楼2号）
22200012,北京裕民路金象大药房有限公司,顺义区,北京市顺义区后沙峪镇香沁园小区2号楼1层105
22200011,北京市顺义医药药材公司杨镇医保全新大药房,顺义区,北京市顺义区杨镇二街村横街24号
22200010,北京永兴康金象大药房有限公司,顺义区,北京市顺义区仓上小区38-7#
22200009,北京市顺义医药药材公司瑞丰堂医保全新大药房,顺义区,北京市顺义区马坡镇向阳西街北侧
22200008,北京祥顺康医药有限公司药店,顺义区,北京市顺义区天竺镇南竺园一区乙1号楼04
22200007,北京顺批医药有限公司,顺义区,北京市顺义区马坡镇佳和宜园2号楼105室
22200006,北京市顺义医药药材公司瑞福堂医保全新大药房,顺义区,北京市顺义区石园小区26号楼南侧
22200005,北京市顺义医药药材公司瑞颐堂医保全新大药房,顺义区,北京市顺义区高丽营镇高丽营四村村委会东南500米
22200004,北京市顺义医药药材公司瑞林堂医保全新大药房,顺义区,北京市顺义区石园北区68号楼102号
22200003,北京市顺义医药药材公司瑞德堂医保全新大药房,顺义区,北京市顺义区北小营镇北小营村村委会北200米
22200002,北京市顺义医药药材公司南彩医保全新大药房,顺义区,北京市顺义区南彩镇南彩村村委会东500米
22200001,北京市顺义医药药材公司宏城医保全新大药房,顺义区,北京市顺义区宏城花园6号楼5单元101号
21200056,北京润竹大药房连锁有限公司南七家一分店,昌平区,北京市昌平区北七家镇南七家庄村306号
21200055,北京众博康健医药有限公司昌平天通苑店,昌平区,北京市昌平区东小口镇天通东苑三区56号楼九门一层
21200054,北京玉逸恒康大药房有限公司百善店,昌平区,北京市昌平区百善镇善缘嘉园商业附属用房4号1层
21200049,北京润竹大药房连锁有限公司第九分店,昌平区,北京市昌平区东小口镇天通苑小区东苑二区4号楼6单元101
21200048,北京润竹大药房连锁有限公司白坊分店,昌平区,北京市昌平区东小口镇白坊村东侧门面房D排3、4、5号
21200047,北京凯尔康大药房有限责任公司天通苑东三区分公司,昌平区,北京市昌平区东小口镇天通东苑二区19号楼1至2层14-101、15-101
21200046,北京健安堂药店有限公司六分店,昌平区,北京市昌平区回龙观镇天龙苑矩阵小区24号楼102
21200044,北京健安堂药店有限公司八分店,昌平区,北京市昌平区回龙观镇二拨子村东南
21200043,北京厚德安康天合堂医药有限公司,昌平区,北京市昌平区沙河镇巩华大街28号
21200042,北京高远百康大药房有限公司东环路分店,昌平区,北京市昌平区昌平镇新新公寓7号楼1号商业
21200041,北京安笑康大药房有限公司,昌平区,北京市昌平区沙河镇松兰堡村西临3号楼底商西起第三个门脸
21200039,北京普乐安康医药有限公司,昌平区,北京市昌平区昌平镇南环东路28号-11号
21200038,北京龙腾海升堂大药房有限责任公司,昌平区,北京市昌平区回龙观镇龙腾苑三区七号楼一层
21200037,北京广林金象大药房有限公司,昌平区,北京市昌平区阳坊镇西贯市村西一巷一号
21200035,北京健安堂药店有限公司三分店,昌平区,北京市昌平区回龙观镇龙禧苑五区北店嘉园22号底商
21200034,北京回龙观天保堂医药有限公司,昌平区,北京市昌平区回龙观镇回龙园东北门平房3号
21200033,北京同仁堂连锁药店有限责任公司辛庄桥西药店,昌平区,北京市昌平区北清路中关村国际商城永旺购物中心一层
21200032,北京同仁堂连锁药店有限责任公司天通花苑药店,昌平区,北京市昌平区东小口镇天通苑五区商业楼(西单商场天通苑购物中心一层东北侧大厅）
21200031,北京昌药医药连锁经营有限公司树仁草堂大药房,昌平区,北京市昌平区南口镇南大街214号
21200028,北京仁宁堂大药房有限公司二分店,昌平区,北京市昌平区东小口镇天鑫家园6号楼1层
21200027,北京瑞氏堂医药有限公司,昌平区,北京市昌平区回龙观镇流星花园C区9#楼底商
21200025,北京西贯市金象大药房有限公司,昌平区,北京市昌平区阳坊镇西贯市村（商业街西口第10间）
21200024,北京德康金象大药房有限公司天通苑药店,昌平区,北京市昌平区东小口镇天通东苑一区33号楼6单元102号
21200020,北京健安堂药店有限公司,昌平区,北京市昌平区回龙观镇龙华园15号楼东三门1层
21200018,北京博爱康诚润竹大药房有限公司,昌平区,北京市昌平区回龙观镇金榜园小区公建A南侧
21200012,北京金象大药房医药连锁有限责任公司汤立路金象大药房,昌平区,北京市昌平区东小口镇天通苑小区一区1号楼203B312号
21200011,北京养生堂药店有限公司文华东路药店,昌平区,北京市昌平区回龙观镇文华东路32号楼1层101号
21200010,北京好得快医药有限公司第十大药房,昌平区,北京市昌平区鼓楼南大街24号
21200009,叮当智慧药房（北京）有限公司第十三店,昌平区,北京市昌平区昌平镇西环路南段钰阳商业楼1层C座
21200008,北京昌药医连锁经营有限公司济善堂大药房,昌平区,北京市昌平区昌平镇东关北路北京手表厂院南侧底商1号
21200007,北京同仁堂京康医药有限公司,昌平区,北京市昌平区回龙观东大街3号楼02号
21200005,北京昌药医药连锁经营有限公司南口药店,昌平区,北京市昌平区南口镇兴隆街2号
21200004,北京同仁堂京北企业管理有限公司昌平店,昌平区,北京市昌平区东关昌崔路201-04号
21200003,北京昌药医药连锁经营有限公司昌平药店,昌平区,北京市昌平区昌平镇鼓楼西街5-01到5-5号
21200002,北京泊远堂金象大药房有限责任公司,昌平区,北京市昌平区天通苑小区东三区2号楼
21200001,北京昌药医药连锁经营有限公司济弘堂大药房,昌平区,北京市昌平区昌平镇宁馨苑15号楼
14200003,北京汤山纯信堂药品销售有限责任公司,昌平区,北京市昌平区小汤山镇小汤山村市场街150号
14200002,北京昌药医药连锁经营有限公司济民堂大药房,昌平区,北京市昌平区昌平镇东关商贸楼1至3层5（1-2层）
14200001,北京昌药医药连锁经营有限公司济仁堂大药房,昌平区,昌平区城区镇北环路3号
13200004,北京市裕龙鑫顺医药有限公司,顺义区,北京市顺义区裕龙花园四区17号楼03-04号
13200003,北京同仁堂国恩药店有限公司,顺义区,北京市顺义区仁和镇幸福西区2号楼101
13200002,北京市顺义医药药材公司盈康医保全新大药房,顺义区,北京市顺义区新顺南大街
13200001,北京市顺义医药药材公司全康医保全新大药房,顺义区,北京市顺义区仁和镇胜利小区20号楼六单元101
12200004,北京同仁堂连锁药店有限责任公司梨园街药店,通州区,北京市通州区梨园镇政府大街群芳三园23号楼
12200003,北京盛仁堂医药有限公司,通州区,北京市通州区车站路36号
12200002,北京医药通州医药公司第一营业厅,通州区,通州区玉桥中路43号
12200001,北京同仁堂连锁药店有限责任公司通州药店,通州区,北京市通州区新华东街250号
11200045,嘉事堂药业股份有限公司北京张坊药店,房山区,北京市房山区张坊镇张坊村南欣街1号
11200044,嘉事堂药业股份有限公司北京兴月三里药店,房山区,北京市房山区良乡行宫园二里14号楼一层106号
11200043,北京馨恒康大药房有限责任公司,房山区,北京市房山区拱辰街道拱辰大街51号
11200042,北京众生惠康大药房有限公司,房山区,北京市房山区燕山东风街5号
