编码,药店名,所在区县,地址
05200141,北京金象大药房医药连锁有限责任公司八里庄金象大药房,朝阳区,北京市朝阳区八里庄北里124号楼101号
05200140,北京嘉事堂连锁药店有限责任公司劲松桥药店,朝阳区,北京市朝阳区东三环南路58号富顿中心C座105号
05200139,北京济民康泰药店,朝阳区,北京市朝阳区高碑店乡方家村2号楼底商
05200138,北京济民康泰大药房有限责任公司朝阳分店,朝阳区,北京市朝阳区金台里25号楼01层25-1
05200137,北京济民康泰大药房有限责任公司朝阳店,朝阳区,北京市朝阳区武圣东里54号楼01层54-1号
05200136,北京弘景堂大药房有限公司,朝阳区,北京市朝阳区东四环北路10号院4号楼1层8号
05200135,北京国大药房连锁有限公司胜古苑连锁店,朝阳区,北京市朝阳区安外胜古西庄48号3号楼E座
05200134,北京国大药房连锁有限公司定福庄连锁店,朝阳区,北京市朝阳区三间房乡美然动力街区A3-9D幢4单元204室
05200133,北京国大药房连锁有限公司朝阳南湖中园连锁店,朝阳区,北京市朝阳区南湖南路15号院甲5号楼1层102
05200132,北京广惠康医药有限公司第十三大药房,朝阳区,北京市朝阳区太阳宫火星园4号楼一层103、104、105室
05200131,北京广惠康医药有限公司第三大药房,朝阳区,北京市朝阳区和平街十区3号楼底商3-11室
05200130,北京广惠康医药有限公司第八大药房,朝阳区,北京市朝阳区三源里街6号楼一层
05200129,北京高远百康广生堂大药房有限公司广外分店,朝阳区,北京市朝阳区广渠门外大街D51-D55号住宅楼及商业111层商业1109号
05200128,北京高远百康大药房有限公司新源里分店,朝阳区,北京市朝阳区新源里16号A座0102
05200127,北京高远百康大药房有限公司小红门分店,朝阳区,北京市朝阳区小红门乡鸿博家园二期C区3号楼102
05200126,北京高远百康大药房有限公司甜水园分店,朝阳区,北京市朝阳区水碓子北里3号楼107-1
05200125,北京高远百康大药房有限公司花家地分店,朝阳区,北京市朝阳区花家地小区17号楼一层1号
05200124,北京高远百康大药房有限公司广顺街分店,朝阳区,北京市朝阳区望京广顺南大街19号院会所1层会所1号内105号
05200123,北京高远百康大药房有限公司管庄分店,朝阳区,北京市朝阳区管庄西里74号楼7单元102号
05200122,北京高远百康大药房有限公司高杨树分店,朝阳区,北京市朝阳区富东嘉园21号楼1层101室
05200121,北京高远百康大药房有限公司大郊亭分店,朝阳区,北京市朝阳区广渠路23号院5号楼1层5-5、5-6
05200120,北京高远百康大药房有限公司朝外分店,朝阳区,北京市朝阳区吉庆里9、10号楼1层商业用房1-2
05200119,北京高远百康大药房有限公司北苑分店,朝阳区,北京市朝阳区北苑路13号院1号楼1层1-2号
05200118,北京高远百康大药房有限公司安贞分店,朝阳区,北京市朝阳区外馆东街51号一层106号商铺
05200117,北京高碑店天保堂医药有限公司,朝阳区,北京市朝阳区高碑店北路5号-2
05200116,北京段氏安立金象大药房有限公司,朝阳区,北京市朝阳区安立路66号安立花园1号楼
05200115,北京东方康盛大药房有限公司,朝阳区,北京市朝阳区姚家园路甲1号首层东夹层1号
05200114,北京叮当智慧小营大药房,朝阳区,北京市朝阳区大屯小营路6号
05200113,北京德威治医药连锁有限责任公司小营路大药房,朝阳区,北京市朝阳区小营路23号1层102
05200112,北京德威治医药连锁有限责任公司双井大药房,朝阳区,北京市朝阳区百子湾南二路76号院7号楼一层01A
05200111,北京德威治医药连锁有限责任公司劲松大药房,朝阳区,北京市朝阳区农光里109号楼一层
05200110,北京德威治医药连锁有限责任公司东土城分店,朝阳区,北京市朝阳区小关东里12号楼101室 
05200109,北京德民堂医药有限公司,朝阳区,北京市朝阳区朝新嘉园东里一区8号楼9号商业
05200108,北京德康金象大药房有限公司分店,朝阳区,北京市朝阳区湖光北街9号01层101内1021
05200107,北京长店迎松堂医药有限责任公司朝阳第三分店,朝阳区,北京市朝阳区定福家园南里1号院1号楼1-2
05200106,北京常营金象大药房有限公司,朝阳区,北京市朝阳区五里桥二街2号院6号楼一层0103、0104号
05200105,北京常和堂医药有限公司,朝阳区,北京市朝阳区常惠路7号楼103
05200104,北京北纬紫阳金象大药房有限责任公司,朝阳区,北京市朝阳区来广营西路7号院18号楼一层117号
05200103,北京宝益堂大药房,朝阳区,北京市朝阳区安外慧忠北里302号楼
05200102,北京百信德康医药有限公司平乐园店,朝阳区,北京市朝阳区南磨房路29号1号楼一层
05200101,北京百好堂医药经营有限公司,朝阳区,北京市朝阳区黑庄户乡大鲁店一村北口
05200100,嘉事堂药业股份有限公司北京呼家楼药店,朝阳区,北京市朝阳区呼家楼北街乙4号楼一层
05200099,北京德威治医药连锁有限责任公司何各庄大药房,朝阳区,北京市朝阳区崔各庄乡何各庄村委会西侧院319号
05200097,北京市康中福大药房有限公司朝阳北路店,朝阳区,北京市朝阳区延静里12号楼一层
05200096,北京高远百康大药房有限公司熊猫环岛分店,朝阳区,北京市朝阳区鼓楼外大街1号楼1层
05200095,北京德威治医药连锁有限责任公司南沙滩大药房,朝阳区,北京市朝阳区南沙滩(粮店)
05200094,北京德威治医药连锁有限责任公司十八里店大药房,朝阳区,北京市朝阳区十八里店乡吕家营村源景苑配套公建1层106 
05200089,北京德威治医药连锁有限责任公司吕家营大药房,朝阳区,北京市朝阳区十八里店乡吕家营商业街西侧北面平房
05200088,北京德威治医药连锁有限责任公司老君堂大药房,朝阳区,北京市朝阳区十八里店乡老君堂村商业街
05200087,北京同仁堂连锁药店有限责任公司松榆里药店,朝阳区,北京市朝阳区松榆东里41号楼北侧
05200084,北京老君堂金象大药房有限公司,朝阳区,北京市朝阳区十八里店乡老君堂新村297号东院一层
05200083,嘉事堂药业股份有限公司北京酒仙桥路药店,朝阳区,北京市朝阳区酒仙桥路27号
05200080,北京鹤寿堂药店,朝阳区,北京市朝阳区水碓子东路蔬菜商店
05200079,北京鑫康济堂大药房有限公司将台店,朝阳区,北京市朝阳区将台西路19号2号楼108号
05200077,北京市双桥燕京中药饮片厂垡头药店,朝阳区,北京市朝阳区垡头北里3号楼
05200074,北京百姓康利大药房红庙店,朝阳区,北京市朝阳区朝阳路英家坟村6号6号楼1层东侧
05200073,北京正济堂药品连锁超市有限责任公司亚运村店,朝阳区,北京市朝阳区安立路甲52号C座
05200072,北京同仁堂建国门大药房有限公司,朝阳区,北京市朝阳区建国门外大街24号2幢1层110
05200071,北京三九朝阳医药有限公司东大桥药店,朝阳区,北京市朝阳区农丰里7号楼一层
05200067,北京同仁堂盛平药店有限责任公司,朝阳区,北京市朝阳区安慧北里逸园6号楼1层102
05200066,北京国大药房连锁有限公司劲松连锁店,朝阳区,北京市朝阳区广渠路66号院甲10号楼105号
05200065,北京百信德康医药有限公司,朝阳区,北京市朝阳区朝来绿色家园广华居15号楼底商
05200060,北京海王星辰药房连锁有限公司劲松店,朝阳区,北京市朝阳区劲松七区718楼西侧
05200059,北京百草安康大药房有限公司,朝阳区,北京市朝阳区来广营乡红军营村53号
05200057,北京国大药房连锁有限公司和平街连锁店,朝阳区,北京市朝阳区和平西苑20号楼C101号
05200056,北京市康中福大药房有限公司湖光中街店,朝阳区,北京市朝阳区南湖中园317号楼1层1单元101
05200055,北京百姓康利大药房,朝阳区,北京市朝阳区十里堡南区6号楼一层
05200054,嘉事堂药业股份有限公司北京樱花园东街药店,朝阳区,北京市朝阳区樱花园东街1号
05200053,北京同仁堂施小墨医药有限公司,朝阳区,北京市朝阳区东三环中路39号建外SOHO7号SH-0715号一层
05200051,北京京海康佰馨医药有限责任公司第十八分公司,朝阳区,北京市朝阳区东大桥路8号SOHO尚都1101号
05200050,北京叮当智慧朝霞大药房有限公司,朝阳区,北京市朝阳区西大望路27号（2-1）36幢平房
05200049,北京国大药房连锁有限公司东方四环连锁店,朝阳区,"北京市朝阳区世纪东方嘉园204楼4-10,4-19"
05200048,北京五洲全新医药有限公司弘善长春堂药店,朝阳区,北京市朝阳区弘善家园304号楼01层(01)内102号
05200046,北京国大药房连锁有限公司蓝堡华贸连锁店,朝阳区,北京市朝阳区西大望路三号院2号楼S-112
05200045,北京同仁堂连锁药店有限责任公司南磨房药店,朝阳区,北京市朝阳区南新园甲19号楼
05200044,北京国大药房连锁有限公司建华南路连锁店,朝阳区,北京市朝阳区建华南路17号一层
05200043,北京德威治医药连锁有限责任公司杨闸大药房,朝阳区,北京市朝阳区双桥路8号茂林发友佳综合市场
05200042,北京同仁堂连锁药店有限责任公司红庙药店,朝阳区,北京市朝阳区红庙北里85号楼
05200041,北京广惠康医药有限公司第十一大药房,朝阳区,北京市朝阳区星火西路17号楼1-8
05200040,北京德信行医保全新大药房有限公司松榆里店,朝阳区,北京市朝阳区松榆西里11号楼1层
05200039,北京德康金象大药房有限公司,朝阳区,北京市朝阳区北苑家园茉藜园601楼一层2号
05200038,北京国大药房连锁有限公司域清街连锁店,朝阳区,北京市朝阳区林萃西里43号楼1层01商业4、2层0208
05200037,北京高远百康大药房有限公司延静里分店,朝阳区,北京市朝阳区延静西里10号楼院166、168号
05200036,北京国大药房连锁有限公司左家庄连锁店,朝阳区,北京市朝阳区左家庄西街12号楼一层
05200035,北京开心人大药房有限公司青年路店,朝阳区,北京市朝阳区甘露园中里1号楼C室
05200034,北京鑫康济堂大药房有限公司,朝阳区,北京市朝阳区芳园南里8号楼首层
05200033,北京鑫康济堂大药房有限公司一分店,朝阳区,北京市朝阳区利泽西园122号楼2号
05200032,北京国大药房连锁有限公司水星园连锁店,朝阳区,北京市朝阳区太阳宫夏家园第21号楼3011号
05200031,北京国大药房连锁有限公司东方盛鑫连锁店,朝阳区,北京市朝阳区曙光西里甲6号院9号楼107
05200030,北京高远百康大药房有限公司双井分店,朝阳区,北京市朝阳区广渠路66号院甲19号楼1层A1
05200029,北京国大药房连锁有限公司芍药居连锁店,朝阳区,北京市朝阳区芍药居北里317号楼1层6单元317-1
05200028,北京国大药房连锁有限公司东苇路连锁店,朝阳区,北京市朝阳区常营乡常营居住区一期一区119幢E号房
05200027,北京高远百康大药房有限公司白家庄分店,朝阳区,北京市朝阳区白家庄东里42号院2号楼一层
05200026,北京国大药房连锁有限公司芍药居北里连锁店,朝阳区,北京市朝阳区芍药居北里117号楼首层
05200025,北京同仁堂连锁药店有限责任公司管庄药店,朝阳区,北京市朝阳区常营乡鑫兆佳园10幢10-05、10-06号
05200024,北京德康金象大药房有限公司广顺康药店,朝阳区,北京市朝阳区南湖东园501号夏都家园1幢1单元0106号
05200023,北京普安法玛西医药有限公司建外药房,朝阳区,北京市朝阳区建外大街4号12幢1-2层SH-1207号
05200022,北京海王星辰药房连锁有限公司常营店,朝阳区,北京市朝阳区幺家店路2号院4号楼1层8号底商
05200021,北京高远百康大药房有限公司芍药居分店,朝阳区,北京市朝阳区芍药居小区310号楼一层
05200020,北京高远百康大药房有限公司青年路分店,朝阳区,北京市朝阳区雅成一里10号楼103室
05200019,北京国宗药店,朝阳区,北京市朝阳区东直门外大街20号楼一层北侧商用房
05200018,北京高远百康大药房有限公司南磨房分店,朝阳区,北京市朝阳区农光南路20号楼一层
05200015,北京瑞景堂大药房有限公司朝阳分公司,朝阳区,北京市朝阳区望京西园103号楼二层
05200014,北京同仁堂连锁药店有限责任公司十里河药店,朝阳区,北京市朝阳区东三环南路102号113室
05200012,北京普安法玛西医药有限公司关东店大药房,朝阳区,北京市朝阳区关东店8号楼院一楼北侧底商
05200011,北京益延堂大药房有限责任公司,朝阳区,北京市朝阳区石佛营东里114号楼一层
05200010,北京海王星辰药房连锁有限公司,朝阳区,北京市朝阳区安苑路甲17号楼17-1
05200009,北京广惠康医药有限公司第十大药房,朝阳区,北京市朝阳区常营丽景园6号楼-1层-126
05200008,北京同仁堂连锁药店有限责任公司大屯路药店,朝阳区,北京市朝阳区科学院南里市场楼
05200007,北京望京金象大药房有限责任公司,朝阳区,北京市朝阳区南湖东园101楼南段
05200006,北京正济堂药品连锁超市有限责任公司潘家园店,朝阳区,北京市朝阳区潘家园南里28号楼一层商业12号B区
05200005,嘉事堂药业股份有限公司北京永安里药店,朝阳区,北京市朝阳区朝外东大桥路18号一层
05200004,北京佰健医药有限公司,朝阳区,北京市朝阳区八里庄南里32号楼1层32-3
05200003,北京三九朝阳医药有限公司,朝阳区,北京市朝阳区新街大院甲8号
05200002,北京福仁堂医药经营部分部,朝阳区,北京市朝阳区北苑2号院
05200001,北京嘉事堂连锁药店有限责任公司西坝河南药店,朝阳区,北京市朝阳区西坝河南里21号楼一层
04200011,北京天天好大药房有限公司,西城区,北京市西城区白纸坊西街8号楼
04200008,北京鹤年堂大药房有限公司,西城区,北京市西城区陶然亭路2号8号楼1层103
04200007,北京白云路金象大药房有限公司,西城区,北京市西城区广外小马厂西里1号
04200006,北京同仁堂连锁药店有限责任公司里仁街药店,西城区,北京市西城区清芷园12号楼101-05、101-12、101-14、101-15
04200005,北京德寿堂医药有限公司,西城区,北京市西城区珠市口西大街175号
04200004,北京京城虎坊路药店,西城区,北京市西城区虎坊路大街14号
04200003,北京同仁堂连锁药店有限责任公司虎坊桥药店,西城区,北京市西城区珠市口西大街248号
04200002,北京同仁堂连锁药店有限责任公司宣武药店,西城区,北京市西城区广安门内大街306号
04200001,北京同仁堂商业投资集团有限公司同仁堂药店,西城区,北京市西城区前门大栅栏24号
03200007,北京同仁堂连锁药店有限责任公司幸福大街药店,东城区,北京市东城区安化寺幸福家园17号楼1层01号
03200005,北京五洲全新医药有限公司天坛万全堂药店,东城区,崇文区天坛东路64号1层
03200004,北京五洲全新医药有限公司前门长春堂药店,东城区,北京市东城区前门大街135号
03200003,北京同仁堂崇文门药店有限责任公司,东城区,崇文区崇文门外大街42号
03200002,北京五洲全新医药有限公司花市南庆仁堂药店,东城区,崇文区西花市大街53号
03200001,北京德威治医药连锁有限责任公司沙子口大药房,东城区,北京市东城区西革新里108号院2幢2-10
02200099,北京太和保兴大药房有限公司阜成门店,西城区,北京市西城区阜成门内北街14号
02200098,北京市利君堂大药房连锁有限公司太平街分店,西城区,北京市西城区太平街5号楼5-2
02200097,北京京海康佰馨医药有限责任公司第十五分公司,西城区,北京市西城区西四南大街76号
02200096,北京广惠康医药有限公司第一大药房,西城区,北京市西城区槐柏树街北里6号楼一层
02200095,北京高远百康大药房有限公司阜外分店,西城区,北京市西城区阜外大街甲9号北京国宾酒店1层GBC-8
02200094,北京高远百康大药房有限公司菜市口分店,西城区,北京市西城区山西街6号院1号楼107室
02200093,北京市汇仁堂荣丰药店有限责任公司,西城区,北京市西城区广安门外大街305号八区15、16、17号楼商业102室
02200092,北京鹤年堂医药有限责任公司广安门药店,西城区,北京市西城区南线阁街5号一层
02200091,北京仁生堂医药有限公司,西城区,北京市西城区西直门外南路丁8号
02200090,北京正济堂药品连锁超市有限责任公司天桥店,西城区,北京市西城区东经路5号2号楼一层
02200089,北京恒创天保堂医药有限公司车公庄店,西城区,北京市西城区车公庄大街2号院1号楼1-3号
02200088,北京友谊仁博大药房有限责任公司永安路分店,西城区,北京市西城区永安路甲149号一层
02200087,北京高远百康明安堂医药有限责任公司,西城区,北京市西城区槐柏树街11号楼3号
02200083,北京宝瑞堂医药有限公司白塔寺大药房,西城区,北京市西城区宫门口西岔1号
02200082,北京晟君堂大药房有限公司,西城区,北京市西城区马连道东街甲2号院7号楼102
02200079,北京百姓阳光大药房有限公司,西城区,北京市西城区平原里小区20号楼1层1-2
02200077,北京百姓阳光大药房有限公司白纸坊店,西城区,北京市西城区白纸坊西街22号
02200076,北京市圣德堂国药中心,西城区,北京市西城区北礼士路56号
02200075,北京新兴德胜连锁药房有限公司鼓楼店,西城区,北京市西城区鼓楼西大街201号1幢1层101室
02200074,北京同仁堂连锁药店有限责任公司三里河万方药店,西城区,北京市西城区月坛南街30号一层
02200072,北京健安仁和医药有限公司,西城区,北京市西城区西直门南大街16号楼院一层3号、4号
02200071,北京泰瑞堂大药房有限公司,西城区,北京市西城区广安门外南街47号一层
02200069,北京润帅堂大药房有限公司,西城区,北京市西城区报国寺东夹道1号
02200055,北京同仁堂连锁药店有限责任公司新街口药店,西城区,北京市西城区新街口南大街39号
02200054,北京同仁堂连锁药店有限责任公司平安里药店,西城区,北京市西城区平安里西大街20号
02200053,北京新兴德胜连锁药房有限公司新街口店,西城区,北京市西城区羊房胡同43号
02200052,北京国大药房连锁有限公司南线阁连锁店,西城区,北京市西城区枣林北里2号楼一层
02200050,北京金象大药房医药连锁有限责任公司月坛北街金象大药房,西城区,北京市西城区三里河东街9号
02200049,北京国大药房连锁有限公司陶然亭连锁店,西城区,北京市西城区陶然亭路47号
02200048,北京康仁金象大药房,西城区,北京市西城区白云路西里甲12号楼首层东南
02200047,北京德信行医保全新大药房有限公司白塔寺店,西城区,北京市西城区阜内大街163号
02200046,北京国大药房连锁有限公司绒线胡同连锁店,西城区,北京市西城区西绒线胡同6号楼1-104
02200045,北京好得快医药有限公司第十三大药房,西城区,北京市西城区马连道南街1号院3号楼一层
02200044,北京叮当智慧德内大药房有限公司,西城区,北京市西城区德胜门内大街245号
02200043,北京德信行医保全新大药房有限公司红莲店,西城区,北京市西城区马连道东街17号
02200042,北京同仁堂连锁药店有限责任公司和庭药店,西城区,北京市西城区莲花河胡同2号院1号楼底商109
02200041,北京金象大药房医药连锁有限责任公司地外金象大药房,西城区,北京市西城区地安门外大街139号
02200040,北京金象大药房医药连锁有限责任公司月坛南街金象大药房,西城区,北京市西城区月坛南街17号
02200039,北京金象大药房医药连锁有限责任公司阜外金象大药房,西城区,北京市西城区阜外大街37号国侨宾馆15-16-17
02200038,北京金象大药房医药连锁有限责任公司展览路金象大药房,西城区,北京市西城区三里河路22号
02200037,老百姓大药房（北京）有限公司新街口店,西城区,北京市西城区新街口外大街28号6、7号(德胜园区)
02200036,仁和药房网（北京）医药科技有限公司第十六药房,西城区,北京市西城区马连道路80号2号楼底商104号
02200020,北京金象大药房医药连锁有限责任公司马甸金象大药房,西城区,北京市西城区马甸南村2号楼(德胜园区)
02200013,北京金象大药房医药连锁有限责任公司新街口金象大药房,西城区,北京市西城区新街口南大街10号
02200010,北京金象大药房医药连锁有限责任公司西四北金象大药房,西城区,北京市西城区西四北大街3号
02200009,北京德威治医药连锁有限责任公司北太平庄大药房,西城区,北京市西城区新街口外大街8号一层
02200008,北京同仁堂连锁药店有限责任公司黄寺药店,西城区,北京市西城区黄寺大街26号院6号楼一层01023、01024、01025、01026、01027、01028号
02200007,北京同仁堂连锁药店有限责任公司长安街药店,西城区,北京市西城区复外大街8号楼
02200006,北京市宣内药品有限责任公司真武庙金象大药房,西城区,北京市西城区真武庙四条六里
02200005,北京金象大药房医药连锁有限责任公司西直门内金象大药房,西城区,北京市西城区西直门内大街147号楼1层102
02200004,北京金象大药房医药连锁有限责任公司西单金象大药房,西城区,北京市西城区西单北大街114号
02200003,北京金象大药房医药连锁有限责任公司和平门金象大药房,西城区,北京市西城区北新华街29号楼一层103
02200002,北京金象复星医药股份有限公司复兴门金象大药房,西城区,北京市西城区复兴门外大街丁5号
02200001,北京金象复星医药股份有限公司白塔寺药店,西城区,西城区阜内大街165号
01200054,北京祥安堂大药房有限公司,东城区,东城区瓷器口大街134号一层-1
01200053,北京同仁堂连锁药店有限责任公司打磨厂药店,东城区,东城区西打磨厂街3号1层
01200052,北京市利君堂大药房连锁有限公司宽街分店,东城区,东城区张自忠路10号1005、1006号
01200051,北京金象大药房医药连锁有限责任公司东内金象大药房,东城区,东城区东直门内北小街22号1层
01200050,北京嘉事堂连锁药店有限责任公司骑河楼街药店,东城区,东城区骑河楼街24号
01200049,北京国大药房连锁有限公司和平里连锁店,东城区,东城区和平里三区5号楼1层
01200048,北京广惠康医药有限公司青年沟大药房,东城区,北京市东城区和平里青年沟七区32号楼西侧
01200047,北京市康中福大药房有限公司,东城区,北京市东城区朝阳门南小街8号楼首层102室
01200046,北京嘉润康大药房,东城区,北京市东城区板厂南里2楼
01200045,北京永安堂医药连锁有限责任公司朝内北小街药店,东城区,北京市东城区朝阳门内北小街4号楼5门、6门首层
01200044,北京高远百康广生堂大药房有限公司忠实里分店,东城区,北京市东城区忠实里南街6号楼2-3单元一层
01200043,北京高远百康大药房有限公司鼓楼分店,东城区,北京市东城区鼓楼东大街73号
01200042,北京同仁堂崇文门药店有限责任公司分店,东城区,北京市东城区永定门东街2号
01200041,北京六合堂药店,东城区,北京市东城区西革新里甲2号
01200040,北京永安堂医药连锁有限责任公司东直门内药店,东城区,北京市东城区东直门内大街221号
01200039,北京同仁堂连锁药店有限责任公司天坛东侧路药店,东城区,北京市东城区天坛东里中区25楼
01200037,北京惠全堂大药房有限公司,东城区,北京市东城区新怡家园1号楼底商6号
01200036,北京永安堂医药连锁有限责任公司十条药店,东城区,北京市东城区东四十条28号
01200034,北京天润康名敦道中西大药房,东城区,北京东城区广渠家园24号楼3单元101号
01200033,北京永安堂医药连锁有限责任公司北新药店,东城区,北京市东城区雍和宫大街84号
01200023,老百姓大药房（北京）有限公司安乐林店,东城区,北京市东城区永定门外安乐林路22号天天家园6号楼1层107
01200022,北京永安堂医药连锁有限责任公司北京站药店,东城区,北京市东城区北京站街20号
01200019,北京永安堂医药连锁有限责任公司宏仁堂药店,东城区,北京市东城区东四北大街434号
01200018,北京永安堂医药连锁有限责任公司百草药店,东城区,北京市东城区王府井大街247号
01200017,北京永安堂医药连锁有限责任公司朝内南小街药店,东城区,北京市东城区朝阳门南小街233号
01200016,北京永安堂医药连锁有限责任公司交道口药店,东城区,北京市东城区安定门内大街245号
01200014,北京永安堂医药连锁有限责任公司八条药店,东城区,北京市东城区东四北大街234号
01200013,北京德信行医保全新大药房有限公司花市店,东城区,北京市东城区东花市北里西区13号楼1层
01200012,北京国大药房连锁有限公司永定门连锁店,东城区,北京市东城区三元西巷甲12号
01200011,北京国大药房连锁有限公司永外连锁店,东城区,北京市东城区沙子口路61号
01200010,北京金象大药房医药连锁有限责任公司东兴金象大药房,东城区,北京市东城区豆瓣胡同5号楼5-1号
01200009,仁和药房网（北京）医药科技有限公司第十二药房,东城区,北京市东城区东直门外小街10号
01200007,北京同仁堂参茸有限责任公司,东城区,北京市东城区东四北大街480号
01200006,北京同仁堂连锁药店有限责任公司安德路药店,东城区,北京市东城区安德路16号洲际大厦B座1层
01200005,北京永安堂医药连锁有限责任公司和平里药店,东城区,东城区和平里西街化工部宿舍14楼
01200004,北京亚泰永安堂医药股份有限公司王府井医药商店,东城区,北京市东城区王府井大街301号-2
01200003,北京德信行医保全新大药房有限公司安定门店,东城区,东城区安内大街96号
01200002,北京永安堂医药连锁有限责任公司安外药店,东城区,东城区安定门外大街155号
01200001,北京永安堂医药连锁有限责任公司朝内药店,东城区,东城区朝阳门内大街243号
